language	gupos	rel1	rel2	dupos	n	n_right	sum_delta	sum_abs_delta
Akuntsu	DET	dislocated		NOUN	2	2	2	2
Akuntsu	DET	mod		ADV	3	2	1	3
Akuntsu	DET	mod		NUM	1	1	1	1
Akuntsu	DET	punct		PUNCT	4	2	0	4
Akuntsu	DET	subj		PRON	1	0	-2	2
Akuntsu	INTJ	discourse		INTJ	2	2	4	4
Akuntsu	INTJ	punct		PUNCT	2	2	2	2
Akuntsu	NOUN	comp	obj	NOUN	3	2	0	4
Akuntsu	NOUN	comp	obj	PRON	1	0	-1	1
Akuntsu	NOUN	comp	obj	VERB	1	1	1	1
Akuntsu	NOUN	conj	appos	DET	1	1	2	2
Akuntsu	NOUN	conj	appos	NOUN	3	3	6	6
Akuntsu	NOUN	conj	coord	NOUN	5	5	11	11
Akuntsu	NOUN	conj	coord	VERB	1	1	3	3
Akuntsu	NOUN	det		DET	1	0	-1	1
Akuntsu	NOUN	discourse		ADV	1	0	-5	5
Akuntsu	NOUN	discourse		INTJ	2	2	5	5
Akuntsu	NOUN	discourse		NOUN	2	1	3	7
Akuntsu	NOUN	discourse		PART	10	8	8	12
Akuntsu	NOUN	discourse		PROPN	1	0	-1	1
Akuntsu	NOUN	discourse		VERB	1	1	1	1
Akuntsu	NOUN	dislocated		NOUN	3	0	-5	5
Akuntsu	NOUN	mod		ADJ	1	1	1	1
Akuntsu	NOUN	mod		ADP	1	1	2	2
Akuntsu	NOUN	mod		ADV	26	18	9	31
Akuntsu	NOUN	mod		DET	14	3	-10	18
Akuntsu	NOUN	mod		NOUN	57	9	-40	62
Akuntsu	NOUN	mod		NUM	9	2	-5	9
Akuntsu	NOUN	mod		PART	1	0	-1	1
Akuntsu	NOUN	mod		PRON	1	0	-2	2
Akuntsu	NOUN	mod		PROPN	9	0	-9	9
Akuntsu	NOUN	mod		VERB	2	1	0	2
Akuntsu	NOUN	parataxis		DET	4	4	10	10
Akuntsu	NOUN	parataxis		NOUN	6	6	22	22
Akuntsu	NOUN	parataxis		NUM	1	1	9	9
Akuntsu	NOUN	parataxis		VERB	2	2	8	8
Akuntsu	NOUN	punct		PUNCT	74	71	95	107
Akuntsu	NOUN	subj		ADV	1	1	1	1
Akuntsu	NOUN	subj		DET	6	0	-10	10
Akuntsu	NOUN	subj		NOUN	6	1	-9	11
Akuntsu	NOUN	subj		PRON	16	0	-21	21
Akuntsu	NOUN	subj		PROPN	4	0	-6	6
Akuntsu	NOUN	udep		NOUN	5	4	2	6
Akuntsu	NOUN	udep		PRON	4	1	-3	5
Akuntsu	NOUN	unk		NOUN	1	1	1	1
Akuntsu	NUM	discourse		PART	1	0	-1	1
Akuntsu	NUM	punct		PUNCT	1	1	1	1
Akuntsu	NUM	subj		PROPN	1	0	-2	2
Akuntsu	NUM	udep		DET	1	0	-1	1
Akuntsu	PART	comp	obj	VERB	6	0	-6	6
Akuntsu	PART	punct		PUNCT	6	6	6	6
Akuntsu	PART	subj		NOUN	1	0	-1	1
Akuntsu	PART	subj		PRON	2	0	-4	4
Akuntsu	PART	subj		PROPN	1	0	-2	2
Akuntsu	PRON	det		PRON	3	0	-3	3
Akuntsu	PRON	discourse		PART	2	2	2	2
Akuntsu	PRON	discourse		PRON	1	1	3	3
Akuntsu	PRON	dislocated		DET	1	0	-1	1
Akuntsu	PRON	mod		ADV	1	1	1	1
Akuntsu	PRON	mod		NUM	1	0	-1	1
Akuntsu	PRON	punct		PUNCT	7	6	8	10
Akuntsu	PRON	subj		NOUN	1	1	1	1
Akuntsu	PRON	udep		ADP	1	1	3	3
Akuntsu	PROPN	conj	appos	NOUN	2	2	3	3
Akuntsu	PROPN	conj	coord	PROPN	1	1	1	1
Akuntsu	PROPN	discourse		PART	1	0	-1	1
Akuntsu	PROPN	mod		DET	1	0	-1	1
Akuntsu	PROPN	mod		NOUN	2	1	1	3
Akuntsu	PROPN	mod		NUM	1	1	1	1
Akuntsu	PROPN	punct		PUNCT	2	2	2	2
Akuntsu	PROPN	subj		NOUN	1	0	-2	2
Akuntsu	VERB	comp	obj	NOUN	125	7	-120	144
Akuntsu	VERB	comp	obj	PRON	1	0	-3	3
Akuntsu	VERB	comp	obj	PROPN	2	0	-2	2
Akuntsu	VERB	comp	obj	VERB	5	5	11	11
Akuntsu	VERB	comp	obl	PROPN	1	1	2	2
Akuntsu	VERB	comp	pred	NOUN	1	1	1	1
Akuntsu	VERB	conj	appos	NOUN	1	1	3	3
Akuntsu	VERB	discourse		INTJ	3	3	4	4
Akuntsu	VERB	discourse		NOUN	3	0	-6	6
Akuntsu	VERB	discourse		PART	25	20	18	30
Akuntsu	VERB	discourse		PRON	1	0	-1	1
Akuntsu	VERB	discourse		VERB	4	3	5	7
Akuntsu	VERB	dislocated		NOUN	2	2	3	3
Akuntsu	VERB	mod		ADV	29	16	-2	38
Akuntsu	VERB	mod		DET	2	0	-5	5
Akuntsu	VERB	mod		NOUN	4	0	-4	4
Akuntsu	VERB	mod		NUM	2	0	-2	2
Akuntsu	VERB	mod		PART	14	13	12	16
Akuntsu	VERB	parataxis		AUX	1	1	3	3
Akuntsu	VERB	parataxis		NOUN	9	7	16	32
Akuntsu	VERB	parataxis		PRON	1	0	-2	2
Akuntsu	VERB	parataxis		VERB	42	42	119	119
Akuntsu	VERB	punct		PUNCT	176	174	274	278
Akuntsu	VERB	subj		DET	10	3	-5	11
Akuntsu	VERB	subj		NOUN	48	3	-69	75
Akuntsu	VERB	subj		PRON	50	20	-22	62
Akuntsu	VERB	subj		PROPN	24	4	-30	40
Akuntsu	VERB	udep		ADP	8	6	10	14
Akuntsu	VERB	udep		DET	2	1	0	2
Akuntsu	VERB	udep		NOUN	18	5	-12	28
Akuntsu	VERB	udep		PRON	3	0	-4	4
Akuntsu	VERB	udep		PROPN	1	1	2	2
Akuntsu	VERB	unk		NOUN	2	0	-2	2
Akuntsu	VERB	unk		PART	1	1	1	1
Akuntsu	VERB	unk		VERB	6	4	1	7
Akuntsu	__0__	root		ADJ	4	4	7	7
Akuntsu	__0__	root		ADP	12	12	34	34
Akuntsu	__0__	root		AUX	33	33	106	106
Akuntsu	__0__	root		NOUN	76	76	160	160
Akuntsu	__0__	root		NUM	1	1	3	3
Akuntsu	__0__	root		PART	7	7	20	20
Akuntsu	__0__	root		PRON	2	2	2	2
Akuntsu	__0__	root		PROPN	3	3	6	6
Akuntsu	__0__	root		VERB	205	205	500	500
Albanian	ADJ	cc		CCONJ	8	0	-15	15
Albanian	ADJ	comp	obl	PART	2	2	2	2
Albanian	ADJ	comp	obl	PRON	1	0	-2	2
Albanian	ADJ	comp	obl	SCONJ	1	1	1	1
Albanian	ADJ	conj	appos	PROPN	1	1	1	1
Albanian	ADJ	conj	coord	ADJ	11	11	33	33
Albanian	ADJ	conj	coord	NOUN	1	1	3	3
Albanian	ADJ	conj	coord	VERB	1	1	22	22
Albanian	ADJ	det		DET	178	0	-179	179
Albanian	ADJ	det		PRON	1	0	-2	2
Albanian	ADJ	mod		ADJ	1	1	1	1
Albanian	ADJ	mod		ADV	11	1	-18	22
Albanian	ADJ	mod		NOUN	2	2	4	4
Albanian	ADJ	mod		NUM	1	0	-1	1
Albanian	ADJ	mod		PART	13	2	-17	23
Albanian	ADJ	mod		SCONJ	1	1	2	2
Albanian	ADJ	mod		VERB	1	1	2	2
Albanian	ADJ	parataxis		AUX	1	1	24	24
Albanian	ADJ	punct		PUNCT	9	6	40	48
Albanian	ADJ	subj		AUX	1	0	-2	2
Albanian	ADJ	udep		ADP	17	17	22	22
Albanian	ADJ	udep		PART	1	1	1	1
Albanian	ADJ	unk		NOUN	1	1	1	1
Albanian	ADP	cc		CCONJ	10	0	-15	15
Albanian	ADP	comp	obj	ADJ	1	1	2	2
Albanian	ADP	comp	obj	ADP	4	4	4	4
Albanian	ADP	comp	obj	ADV	4	4	6	6
Albanian	ADP	comp	obj	NOUN	272	272	332	332
Albanian	ADP	comp	obj	NUM	2	2	3	3
Albanian	ADP	comp	obj	PART	5	5	7	7
Albanian	ADP	comp	obj	PRON	25	25	28	28
Albanian	ADP	comp	obj	PROPN	16	16	17	17
Albanian	ADP	comp	obj	VERB	1	1	2	2
Albanian	ADP	comp	obl	PART	3	3	6	6
Albanian	ADP	conj	coord	ADP	7	7	36	36
Albanian	ADP	conj	coord	ADV	1	1	6	6
Albanian	ADP	conj	coord	AUX	1	1	5	5
Albanian	ADP	mod		ADV	8	0	-10	10
Albanian	ADP	mod		PART	1	0	-1	1
Albanian	ADP	mod		PROPN	1	0	-1	1
Albanian	ADP	punct		PUNCT	40	29	105	133
Albanian	ADP	unk		ADP	2	2	2	2
Albanian	ADP	unk		ADV	2	2	2	2
Albanian	ADP	unk		PART	1	1	1	1
Albanian	ADV	cc		CCONJ	3	1	-2	4
Albanian	ADV	comp	obj	ADV	1	1	1	1
Albanian	ADV	comp	obj	AUX	1	1	4	4
Albanian	ADV	comp	obj	NOUN	2	2	3	3
Albanian	ADV	comp	obj	PART	2	2	3	3
Albanian	ADV	comp	obj	SCONJ	1	1	1	1
Albanian	ADV	comp	obj	VERB	2	2	11	11
Albanian	ADV	conj	coord	ADV	2	2	5	5
Albanian	ADV	det		PRON	1	0	-1	1
Albanian	ADV	mod		ADJ	1	1	2	2
Albanian	ADV	mod		ADV	7	1	-7	9
Albanian	ADV	mod		NOUN	1	0	-2	2
Albanian	ADV	mod		PART	6	1	-5	7
Albanian	ADV	punct		PUNCT	27	17	26	48
Albanian	ADV	udep		ADP	2	2	5	5
Albanian	ADV	unk		ADP	1	1	1	1
Albanian	ADV	unk		NOUN	1	1	1	1
Albanian	ADV	unk		PART	3	3	3	3
Albanian	ADV	unk		SCONJ	2	2	2	2
Albanian	AUX	cc		CCONJ	14	0	-44	44
Albanian	AUX	comp	aux	ADJ	2	2	2	2
Albanian	AUX	comp	aux	ADP	1	1	1	1
Albanian	AUX	comp	aux	AUX	2	2	2	2
Albanian	AUX	comp	aux	PART	5	5	5	5
Albanian	AUX	comp	aux	PRON	1	1	1	1
Albanian	AUX	comp	aux	SCONJ	1	1	1	1
Albanian	AUX	comp	aux	VERB	85	85	87	87
Albanian	AUX	comp	pred	ADJ	26	24	50	54
Albanian	AUX	comp	pred	ADP	9	9	9	9
Albanian	AUX	comp	pred	ADV	1	0	-1	1
Albanian	AUX	comp	pred	DET	1	1	1	1
Albanian	AUX	comp	pred	NOUN	32	27	22	56
Albanian	AUX	comp	pred	PART	1	1	2	2
Albanian	AUX	comp	pred	PRON	5	2	-1	5
Albanian	AUX	comp	pred	PROPN	1	1	2	2
Albanian	AUX	comp	pred	SCONJ	1	1	1	1
Albanian	AUX	conj	coord	ADJ	1	1	10	10
Albanian	AUX	conj	coord	ADP	1	1	8	8
Albanian	AUX	conj	coord	AUX	9	9	96	96
Albanian	AUX	conj	coord	CCONJ	1	1	12	12
Albanian	AUX	conj	coord	NOUN	1	1	5	5
Albanian	AUX	conj	coord	PART	1	1	8	8
Albanian	AUX	conj	coord	VERB	9	9	72	72
Albanian	AUX	mod		ADJ	3	0	-7	7
Albanian	AUX	mod		ADP	1	1	3	3
Albanian	AUX	mod		ADV	35	9	-104	130
Albanian	AUX	mod		NOUN	2	0	-3	3
Albanian	AUX	mod		PART	26	7	7	49
Albanian	AUX	mod		PRON	1	0	-2	2
Albanian	AUX	mod		SCONJ	13	6	-44	112
Albanian	AUX	parataxis		AUX	2	2	10	10
Albanian	AUX	parataxis		PART	1	1	15	15
Albanian	AUX	parataxis		VERB	4	4	25	25
Albanian	AUX	punct		PUNCT	106	93	965	1015
Albanian	AUX	subj		NOUN	50	13	-78	128
Albanian	AUX	subj		PART	2	2	11	11
Albanian	AUX	subj		PRON	36	6	-46	68
Albanian	AUX	subj		PROPN	6	1	-6	10
Albanian	AUX	udep		ADP	18	0	-113	113
Albanian	AUX	udep		NOUN	2	0	-7	7
Albanian	CCONJ	comp	obj	AUX	2	2	4	4
Albanian	CCONJ	comp	obj	PART	2	2	10	10
Albanian	CCONJ	punct		PUNCT	9	4	-1	9
Albanian	CCONJ	unk		ADV	1	1	1	1
Albanian	CCONJ	unk		SCONJ	1	1	1	1
Albanian	DET	udep		ADP	2	2	11	11
Albanian	INTJ	punct		PUNCT	1	1	1	1
Albanian	NOUN	cc		CCONJ	44	1	-48	50
Albanian	NOUN	comp	obl	PART	1	1	4	4
Albanian	NOUN	compound		PART	2	0	-2	2
Albanian	NOUN	conj	appos	NOUN	4	4	16	16
Albanian	NOUN	conj	appos	PRON	1	1	1	1
Albanian	NOUN	conj	appos	PROPN	3	3	6	6
Albanian	NOUN	conj	coord	NOUN	47	47	194	194
Albanian	NOUN	conj	coord	NUM	1	1	12	12
Albanian	NOUN	conj	coord	PRON	2	2	7	7
Albanian	NOUN	conj	coord	VERB	1	1	5	5
Albanian	NOUN	det		DET	176	0	-192	192
Albanian	NOUN	det		PART	4	4	4	4
Albanian	NOUN	det		PRON	108	36	-23	127
Albanian	NOUN	mod		ADJ	184	180	332	340
Albanian	NOUN	mod		ADP	2	2	2	2
Albanian	NOUN	mod		ADV	14	6	-1	19
Albanian	NOUN	mod		AUX	7	7	27	27
Albanian	NOUN	mod		NOUN	108	108	268	268
Albanian	NOUN	mod		NUM	18	1	-20	22
Albanian	NOUN	mod		PART	5	5	11	11
Albanian	NOUN	mod		PRON	18	18	40	40
Albanian	NOUN	mod		PROPN	10	10	19	19
Albanian	NOUN	mod		SCONJ	8	7	9	21
Albanian	NOUN	mod		VERB	13	13	55	55
Albanian	NOUN	orphan		ADP	1	1	1	1
Albanian	NOUN	parataxis		NOUN	1	1	4	4
Albanian	NOUN	punct		PUNCT	48	32	80	126
Albanian	NOUN	subj		NOUN	1	0	-3	3
Albanian	NOUN	subj		PROPN	1	0	-3	3
Albanian	NOUN	udep		ADP	46	43	65	99
Albanian	NOUN	udep		PART	16	16	21	21
Albanian	NOUN	udep		SCONJ	3	3	4	4
Albanian	NOUN	unk		PRON	1	1	1	1
Albanian	NUM	cc		CCONJ	1	0	-1	1
Albanian	NUM	compound		NUM	1	1	2	2
Albanian	NUM	conj	coord	NUM	1	1	2	2
Albanian	NUM	det		DET	2	0	-2	2
Albanian	NUM	mod		ADJ	1	1	4	4
Albanian	NUM	mod		NOUN	1	1	1	1
Albanian	NUM	punct		PUNCT	2	2	9	9
Albanian	NUM	udep		ADP	1	1	9	9
Albanian	PART	cc		CCONJ	11	0	-38	38
Albanian	PART	cc		PART	1	0	-1	1
Albanian	PART	comp	obj	ADP	1	1	1	1
Albanian	PART	comp	obj	AUX	20	20	23	23
Albanian	PART	comp	obj	NOUN	17	17	22	22
Albanian	PART	comp	obj	PART	30	30	30	30
Albanian	PART	comp	obj	PRON	7	7	8	8
Albanian	PART	comp	obj	PROPN	1	1	1	1
Albanian	PART	comp	obj	VERB	128	128	177	177
Albanian	PART	conj	coord	PART	7	7	55	55
Albanian	PART	conj	coord	SCONJ	1	1	4	4
Albanian	PART	discourse		ADV	1	1	3	3
Albanian	PART	mod		ADV	10	0	-11	11
Albanian	PART	mod		CCONJ	1	0	-19	19
Albanian	PART	mod		PART	7	0	-15	15
Albanian	PART	mod		SCONJ	1	0	-17	17
Albanian	PART	punct		PUNCT	39	26	207	243
Albanian	PART	subj		ADP	1	0	-5	5
Albanian	PART	subj		NOUN	5	0	-8	8
Albanian	PART	subj		PRON	7	0	-7	7
Albanian	PART	subj		PROPN	1	0	-1	1
Albanian	PART	udep		ADP	6	0	-39	39
Albanian	PART	udep		NOUN	2	0	-10	10
Albanian	PART	unk		ADP	1	1	1	1
Albanian	PART	unk		ADV	1	1	1	1
Albanian	PRON	cc		CCONJ	8	0	-9	9
Albanian	PRON	comp	obl	PART	1	1	3	3
Albanian	PRON	conj	appos	PRON	1	1	8	8
Albanian	PRON	conj	coord	ADP	1	1	2	2
Albanian	PRON	conj	coord	NOUN	2	2	6	6
Albanian	PRON	conj	coord	PROPN	1	1	2	2
Albanian	PRON	det		DET	45	0	-46	46
Albanian	PRON	det		PRON	3	0	-3	3
Albanian	PRON	mod		ADJ	8	8	17	17
Albanian	PRON	mod		ADV	2	0	-4	4
Albanian	PRON	mod		AUX	1	1	4	4
Albanian	PRON	mod		CCONJ	1	0	-1	1
Albanian	PRON	mod		NOUN	3	3	8	8
Albanian	PRON	mod		NUM	1	0	-1	1
Albanian	PRON	mod		PART	1	0	-1	1
Albanian	PRON	mod		VERB	4	4	8	8
Albanian	PRON	punct		PUNCT	9	7	19	25
Albanian	PRON	subj		PRON	1	0	-1	1
Albanian	PRON	udep		ADP	5	5	6	6
Albanian	PRON	udep		PART	1	1	1	1
Albanian	PRON	udep		SCONJ	1	1	4	4
Albanian	PROPN	cc		CCONJ	2	0	-2	2
Albanian	PROPN	conj	coord	PROPN	1	1	2	2
Albanian	PROPN	det		DET	11	0	-11	11
Albanian	PROPN	det		PRON	1	1	1	1
Albanian	PROPN	flat		PROPN	5	5	6	6
Albanian	PROPN	mod		ADJ	2	2	3	3
Albanian	PROPN	mod		ADV	1	1	2	2
Albanian	PROPN	mod		NOUN	1	1	2	2
Albanian	PROPN	punct		PUNCT	2	1	2	4
Albanian	PROPN	udep		ADP	1	1	1	1
Albanian	SCONJ	cc		CCONJ	4	0	-28	28
Albanian	SCONJ	comp	obj	ADJ	1	1	5	5
Albanian	SCONJ	comp	obj	ADV	1	1	1	1
Albanian	SCONJ	comp	obj	AUX	32	32	103	103
Albanian	SCONJ	comp	obj	NOUN	4	4	6	6
Albanian	SCONJ	comp	obj	PART	23	23	46	46
Albanian	SCONJ	comp	obj	SCONJ	4	4	5	5
Albanian	SCONJ	comp	obj	VERB	54	54	103	103
Albanian	SCONJ	conj	coord	ADP	2	2	13	13
Albanian	SCONJ	conj	coord	PART	2	2	24	24
Albanian	SCONJ	conj	coord	SCONJ	7	7	44	44
Albanian	SCONJ	discourse		INTJ	1	0	-1	1
Albanian	SCONJ	mod		ADV	7	0	-8	8
Albanian	SCONJ	mod		CCONJ	1	0	-1	1
Albanian	SCONJ	punct		PUNCT	55	44	335	365
Albanian	SCONJ	subj		PRON	1	0	-2	2
Albanian	SCONJ	udep		NOUN	1	0	-2	2
Albanian	SCONJ	unk		SCONJ	1	1	2	2
Albanian	VERB	cc		CCONJ	44	1	-140	154
Albanian	VERB	comp		PRON	44	0	-49	49
Albanian	VERB	comp	obj	ADJ	2	2	4	4
Albanian	VERB	comp	obj	AUX	3	2	-1	9
Albanian	VERB	comp	obj	CCONJ	1	0	-2	2
Albanian	VERB	comp	obj	NOUN	147	137	149	255
Albanian	VERB	comp	obj	NUM	1	1	1	1
Albanian	VERB	comp	obj	PART	14	14	27	27
Albanian	VERB	comp	obj	PRON	70	11	-56	104
Albanian	VERB	comp	obj	PROPN	2	2	2	2
Albanian	VERB	comp	obj	SCONJ	19	19	25	25
Albanian	VERB	comp	obj	VERB	6	6	12	12
Albanian	VERB	comp	obl	AUX	2	2	13	13
Albanian	VERB	comp	obl	NOUN	8	6	8	20
Albanian	VERB	comp	obl	PART	29	28	24	44
Albanian	VERB	comp	obl	PRON	81	3	-119	127
Albanian	VERB	comp	obl	PROPN	2	2	2	2
Albanian	VERB	comp	obl	SCONJ	6	6	10	10
Albanian	VERB	comp	obl	VERB	3	3	10	10
Albanian	VERB	comp	pred	ADJ	12	11	25	27
Albanian	VERB	comp	pred	NOUN	3	3	7	7
Albanian	VERB	comp	pred	PART	3	3	4	4
Albanian	VERB	comp	pred	PROPN	1	1	1	1
Albanian	VERB	comp	pred	VERB	1	1	1	1
Albanian	VERB	compound		ADV	1	1	1	1
Albanian	VERB	compound		NOUN	4	4	4	4
Albanian	VERB	conj	appos	NOUN	1	1	5	5
Albanian	VERB	conj	coord	AUX	4	4	66	66
Albanian	VERB	conj	coord	NOUN	1	1	4	4
Albanian	VERB	conj	coord	PART	1	1	9	9
Albanian	VERB	conj	coord	PRON	3	3	30	30
Albanian	VERB	conj	coord	SCONJ	1	1	4	4
Albanian	VERB	conj	coord	VERB	45	45	333	333
Albanian	VERB	det		DET	2	0	-3	3
Albanian	VERB	discourse		INTJ	1	0	-3	3
Albanian	VERB	discourse		PART	1	1	11	11
Albanian	VERB	mod		ADP	5	3	-2	14
Albanian	VERB	mod		ADV	87	56	17	167
Albanian	VERB	mod		AUX	2	1	3	17
Albanian	VERB	mod		CCONJ	2	2	8	8
Albanian	VERB	mod		NOUN	2	1	0	4
Albanian	VERB	mod		PART	41	19	30	100
Albanian	VERB	mod		SCONJ	36	26	27	207
Albanian	VERB	mod		VERB	4	3	-7	39
Albanian	VERB	parataxis		ADJ	1	1	11	11
Albanian	VERB	parataxis		AUX	11	9	81	97
Albanian	VERB	parataxis		NOUN	2	2	20	20
Albanian	VERB	parataxis		VERB	13	13	112	112
Albanian	VERB	punct		PUNCT	230	202	1964	2074
Albanian	VERB	subj		ADJ	4	2	-1	9
Albanian	VERB	subj		NOUN	101	31	-165	275
Albanian	VERB	subj		PART	1	0	-1	1
Albanian	VERB	subj		PRON	57	11	-71	103
Albanian	VERB	subj		PROPN	6	1	-7	11
Albanian	VERB	subj		SCONJ	3	2	1	3
Albanian	VERB	udep		ADP	195	174	255	499
Albanian	VERB	udep		ADV	4	2	-4	8
Albanian	VERB	udep		NOUN	15	11	29	59
Albanian	VERB	udep		PART	4	4	9	9
Albanian	VERB	udep		PRON	5	3	2	6
Albanian	VERB	udep		SCONJ	1	1	3	3
Albanian	VERB	unk		ADV	1	1	1	1
Albanian	VERB	unk		NOUN	4	4	4	4
Albanian	__0__	root		ADJ	1	1	4	4
Albanian	__0__	root		ADP	2	2	4	4
Albanian	__0__	root		ADV	3	3	5	5
Albanian	__0__	root		AUX	74	74	317	317
Albanian	__0__	root		NOUN	11	11	21	21
Albanian	__0__	root		PART	17	17	94	94
Albanian	__0__	root		PRON	2	2	4	4
Albanian	__0__	root		SCONJ	10	10	16	16
Albanian	__0__	root		VERB	140	140	651	651
Alemannic	ADJ	cc		CCONJ	2	0	-6	6
Alemannic	ADJ	comp	obl	PRON	2	0	-3	3
Alemannic	ADJ	comp	obl	PROPN	1	0	-2	2
Alemannic	ADJ	comp	obl	SCONJ	2	2	6	6
Alemannic	ADJ	conj	appos	PROPN	1	1	2	2
Alemannic	ADJ	conj	coord	ADJ	1	1	2	2
Alemannic	ADJ	det		DET	1	0	-1	1
Alemannic	ADJ	mod		ADJ	5	0	-8	8
Alemannic	ADJ	mod		ADV	15	0	-19	19
Alemannic	ADJ	mod		NUM	1	0	-1	1
Alemannic	ADJ	mod		PART	2	0	-2	2
Alemannic	ADJ	punct		PUNCT	3	1	-9	11
Alemannic	ADJ	udep		ADP	8	3	-14	24
Alemannic	ADJ	unk		PRON	3	0	-10	10
Alemannic	ADP	cc		CCONJ	3	0	-4	4
Alemannic	ADP	comp	obj	ADJ	2	2	4	4
Alemannic	ADP	comp	obj	ADP	4	4	7	7
Alemannic	ADP	comp	obj	NOUN	86	85	149	151
Alemannic	ADP	comp	obj	NUM	1	1	1	1
Alemannic	ADP	comp	obj	PRON	13	12	11	13
Alemannic	ADP	comp	obj	PROPN	30	30	37	37
Alemannic	ADP	comp	obj	X	1	1	1	1
Alemannic	ADP	conj	coord	ADP	4	4	21	21
Alemannic	ADP	mod		ADV	4	0	-4	4
Alemannic	ADP	punct		PUNCT	4	4	4	4
Alemannic	ADP	unk		ADP	1	1	1	1
Alemannic	ADV	cc		CCONJ	1	0	-1	1
Alemannic	ADV	mod		ADV	5	0	-5	5
Alemannic	ADV	udep		CCONJ	1	1	1	1
Alemannic	AUX	cc		CCONJ	8	0	-27	27
Alemannic	AUX	comp	aux	ADJ	2	0	-2	2
Alemannic	AUX	comp	aux	AUX	30	26	107	115
Alemannic	AUX	comp	aux	PART	4	4	17	17
Alemannic	AUX	comp	aux	VERB	70	57	248	274
Alemannic	AUX	comp	obj	NOUN	4	1	1	7
Alemannic	AUX	comp	obj	PRON	1	0	-6	6
Alemannic	AUX	comp	obl	PART	2	2	20	20
Alemannic	AUX	comp	obl	PRON	1	0	-3	3
Alemannic	AUX	comp	obl	SCONJ	2	2	4	4
Alemannic	AUX	comp	pred	ADJ	17	8	17	35
Alemannic	AUX	comp	pred	AUX	1	0	-1	1
Alemannic	AUX	comp	pred	NOUN	8	5	9	19
Alemannic	AUX	comp	pred	PART	1	0	-2	2
Alemannic	AUX	conj	coord	ADJ	1	1	11	11
Alemannic	AUX	conj	coord	AUX	9	9	60	60
Alemannic	AUX	conj	coord	PRON	1	1	8	8
Alemannic	AUX	conj	coord	VERB	2	2	15	15
Alemannic	AUX	mod		ADJ	8	6	12	16
Alemannic	AUX	mod		ADV	69	41	8	130
Alemannic	AUX	mod		CCONJ	8	0	-32	32
Alemannic	AUX	mod		NUM	1	0	-1	1
Alemannic	AUX	mod		PART	10	8	9	15
Alemannic	AUX	mod		SCONJ	5	4	21	37
Alemannic	AUX	parataxis		AUX	1	1	8	8
Alemannic	AUX	parataxis		VERB	2	2	15	15
Alemannic	AUX	punct		PUNCT	100	90	848	938
Alemannic	AUX	subj		NOUN	26	5	-36	82
Alemannic	AUX	subj		PRON	46	15	-58	98
Alemannic	AUX	subj		PROPN	9	3	-6	22
Alemannic	AUX	udep		ADP	27	3	-87	107
Alemannic	AUX	udep		ADV	1	0	-1	1
Alemannic	AUX	udep		NOUN	1	0	-1	1
Alemannic	AUX	unk		PRON	1	0	-4	4
Alemannic	AUX	unk		X	1	0	-3	3
Alemannic	CCONJ	comp	obj	ADJ	1	1	1	1
Alemannic	CCONJ	comp	obj	AUX	1	1	5	5
Alemannic	CCONJ	comp	obj	NOUN	1	1	2	2
Alemannic	CCONJ	comp	obj	PRON	1	1	1	1
Alemannic	CCONJ	unk		SCONJ	1	1	1	1
Alemannic	DET	punct		PUNCT	9	9	9	9
Alemannic	NOUN	cc		CCONJ	8	0	-16	16
Alemannic	NOUN	compound		NOUN	1	1	1	1
Alemannic	NOUN	conj	appos	NOUN	1	1	4	4
Alemannic	NOUN	conj	appos	PROPN	1	1	1	1
Alemannic	NOUN	conj	coord	NOUN	8	8	37	37
Alemannic	NOUN	det		DET	107	0	-143	143
Alemannic	NOUN	flat		PROPN	4	4	4	4
Alemannic	NOUN	mod		ADJ	37	0	-39	39
Alemannic	NOUN	mod		ADV	4	2	-2	6
Alemannic	NOUN	mod		AUX	3	3	23	23
Alemannic	NOUN	mod		DET	12	0	-13	13
Alemannic	NOUN	mod		NOUN	3	2	5	7
Alemannic	NOUN	mod		NUM	9	0	-13	13
Alemannic	NOUN	mod		PRON	1	0	-2	2
Alemannic	NOUN	mod		SCONJ	1	0	-9	9
Alemannic	NOUN	mod		VERB	1	1	12	12
Alemannic	NOUN	punct		PUNCT	6	3	10	28
Alemannic	NOUN	subj		SCONJ	1	1	2	2
Alemannic	NOUN	udep		ADP	46	46	55	55
Alemannic	NOUN	udep		CCONJ	1	1	4	4
Alemannic	NOUN	udep		SCONJ	1	1	3	3
Alemannic	NOUN	unk		PRON	1	0	-3	3
Alemannic	NUM	mod		ADV	2	0	-2	2
Alemannic	PART	cc		CCONJ	1	0	-5	5
Alemannic	PART	comp	obj	ADJ	1	1	1	1
Alemannic	PART	comp	obj	AUX	1	0	-1	1
Alemannic	PART	comp	obj	VERB	10	10	14	14
Alemannic	PART	conj	coord	ADV	1	1	2	2
Alemannic	PART	mod		ADV	5	1	-5	7
Alemannic	PART	punct		PUNCT	3	3	3	3
Alemannic	PART	udep		ADP	3	0	-10	10
Alemannic	PRON	cc		CCONJ	1	0	-1	1
Alemannic	PRON	conj	appos	NOUN	1	1	2	2
Alemannic	PRON	mod		ADV	3	2	1	3
Alemannic	PRON	mod		PART	1	1	1	1
Alemannic	PRON	udep		ADP	1	1	1	1
Alemannic	PROPN	cc		CCONJ	1	0	-1	1
