x	y	n_langs	n_lineages	pearson	spearman	lineage_r	quad_min	quad_expected	quad_reading	p_quad	grid_empty	p_grid	coupled	claim	claim_violators	claim_viol_rate	claim_support	boot_kind	boot_survival	surprise
adist:mod	pos:INTJ	95	32	-0.117	-0.185	-0.156	22	23.2		0.827	0.0	1.0	False							0.0
adist:mod	pos:NOUN	123	37	-0.241	-0.234	-0.169	24	30.2		0.035	0.0	1.0	False							0.0
adist:mod	pos:PART	104	34	-0.036	0.03	-0.116	26	26.0		1.0	0.0	1.0	False							0.0
adist:mod	pos:PRON	123	37	0.038	0.015	-0.027	29	30.2		0.862	0.0	1.0	False							0.0
adist:mod	pos:PROPN	117	35	-0.191	-0.117	0.076	28	28.8		1.0	0.0	1.0	False							0.0
adist:mod	pos:SCONJ	110	36	0.42	0.349	0.111	23	27.5		0.135	0.0	1.0	False							0.0
adist:mod	pos:VERB	123	37	-0.222	-0.257	-0.191	24	30.2		0.043	0.0	1.0	False							0.0
adist:subj	dir:dependent	122	38	-0.425	-0.474	-0.646	23	30.5		0.014	0.04	0.056	True							0.0
adist:subj	dir:det	88	34	0.041	-0.1	-0.011	17	21.5		0.126	0.0	1.0	False							0.0
adist:subj	dir:subj	122	38	-0.317	-0.434	-0.461	19	30.5		0.0	0.04	0.056	True							0.0
adist:subj	dist:subj	122	38	-0.896	-0.797	-0.9	13	30.5		0.0	0.16	0.0	True							0.0
adist:subj	freq:cc	113	34	0.014	0.002	-0.119	25	27.8		0.454	0.0	1.0	False							0.0
adist:subj	freq:comp	122	38	-0.154	-0.125	-0.175	29	30.5		0.707	0.0	1.0	False							0.0
adist:subj	freq:det	121	37	-0.019	0.041	-0.311	28	29.8		0.721	0.0	1.0	False							0.0
adist:subj	freq:discourse	105	34	-0.094	-0.136	-0.022	22	25.8		0.233	0.0	1.0	False							0.0
adist:subj	freq:mod	122	38	0.302	0.274	0.502	25	30.5		0.08	0.0	1.0	False							0.0
adist:subj	freq:subj	122	38	-0.348	-0.379	-0.33	22	30.5		0.004	0.0	1.0	True							0.0
adist:subj	freq:udep	120	37	0.217	0.211	0.169	23	30.0		0.014	0.0	1.0	False							0.0
adist:subj	pos:ADP	120	36	0.113	0.128	0.089	27	30.0		0.368	0.0	1.0	False							0.0
adist:subj	pos:ADV	121	37	-0.293	-0.234	-0.177	24	29.8		0.077	0.0	1.0	False							0.0
adist:subj	pos:AUX	113	36	-0.073	-0.056	-0.197	26	27.8		0.696	0.0	1.0	False							0.0
adist:subj	pos:DET	114	37	-0.158	-0.071	-0.31	28	28.5		1.0	0.0	1.0	False							0.0
adist:subj	pos:INTJ	92	32	-0.172	-0.164	-0.314	21	23.0		0.532	0.0	1.0	False							0.0
adist:subj	pos:NOUN	122	38	0.348	0.181	0.292	29	30.5		0.69	0.0	1.0	False							0.0
adist:subj	pos:NUM	119	36	0.269	0.333	0.477	21	29.2		0.006	0.0	1.0	False							0.0
adist:subj	pos:PART	102	34	-0.108	-0.035	-0.059	22	25.5		0.24	0.0	1.0	False							0.0
adist:subj	pos:PRON	122	38	-0.262	-0.305	-0.31	25	30.5		0.075	0.0	1.0	False							0.0
adist:subj	pos:PROPN	117	36	0.384	0.289	0.525	20	28.8		0.0	0.0	1.0	False							0.0
adist:subj	pos:VERB	122	38	-0.242	-0.235	-0.169	24	30.5		0.036	0.0	1.0	False							0.0
adist:udep	dir:cc	79	28	0.112	0.291	-0.002	12	19.0		0.005	0.0	1.0	False							0.0
adist:udep	dir:comp:pred	66	26	-0.35	-0.241	-0.35	12	16.5		0.037	0.0	1.0	False							0.0
adist:udep	dir:dependent	114	35	-0.311	-0.219	-0.426	25	28.5		0.261	0.04	0.08	True							0.0
adist:udep	dir:subj	112	35	-0.12	-0.067	-0.19	23	28.0		0.099	0.0	1.0	False							0.0
adist:udep	dir:udep	114	35	-0.373	-0.297	-0.334	23	28.5		0.062	0.04	0.08	True							0.0
adist:udep	dist:comp:obj	113	35	-0.17	-0.063	-0.344	27	27.8		1.0	0.0	1.0	False							0.0
adist:udep	dist:udep	114	35	-0.595	-0.43	-0.446	20	28.5		0.0	0.12	0.0	True							0.0
adist:udep	freq:cc	110	34	0.007	0.079	-0.159	27	27.5		1.0	0.0	1.0	False							0.0
adist:udep	freq:comp	114	35	-0.151	-0.082	-0.121	27	28.5		0.71	0.0	1.0	False							0.0
adist:udep	freq:det	114	35	0.043	0.174	-0.159	24	28.5		0.125	0.0	1.0	False							0.0
adist:udep	freq:subj	113	35	-0.351	-0.389	-0.107	19	27.8		0.003	0.0	1.0	False							0.0
adist:udep	freq:udep	114	35	0.174	0.168	0.125	27	28.5		0.701	0.0	1.0	True							0.0
adist:udep	freq:vocative	84	31	-0.308	-0.381	-0.135	15	21.0		0.017	0.0	1.0	False							0.0
adist:udep	pos:ADJ	108	34	0.406	0.413	0.369	18	27.0		0.001	0.0	1.0	False							0.0
adist:udep	pos:ADP	113	34	0.178	0.202	0.203	25	27.8		0.46	0.0	1.0	False							0.0
adist:udep	pos:ADV	114	35	-0.298	-0.291	-0.298	22	28.5		0.02	0.0	1.0	False							0.0
adist:udep	pos:AUX	106	33	-0.148	-0.054	-0.021	26	26.5		1.0	0.0	1.0	False							0.0
adist:udep	pos:CCONJ	109	34	0.036	0.117	-0.117	24	26.8		0.478	0.0	1.0	False							0.0
adist:udep	pos:DET	107	35	0.024	0.148	-0.1	23	26.2		0.338	0.0	1.0	False							0.0
adist:udep	pos:INTJ	90	31	-0.248	-0.306	-0.264	18	22.5		0.103	0.0	1.0	False							0.0
adist:udep	pos:NOUN	114	35	0.259	0.174	0.436	27	28.5		0.723	0.0	1.0	False							0.0
adist:udep	pos:NUM	114	35	0.29	0.28	0.386	21	28.5		0.006	0.0	1.0	False							0.0
adist:udep	pos:PART	98	33	-0.069	0.017	-0.203	24	24.5		1.0	0.0	1.0	False							0.0
adist:udep	pos:PRON	114	35	-0.283	-0.284	-0.419	23	28.5		0.053	0.0	1.0	False							0.0
adist:udep	pos:PROPN	110	33	0.281	0.235	0.341	19	27.5		0.001	0.0	1.0	False							0.0
adist:udep	pos:SCONJ	104	34	0.002	0.031	-0.028	22	26.0		0.146	0.0	1.0	False							0.0
adist:udep	pos:VERB	114	35	-0.362	-0.451	-0.195	18	28.5		0.0	0.0	1.0	False							0.0
dir:cc	dir:dependent	80	29	-0.384	-0.464	-0.381	15	19.5		0.079	0.08	0.004	True	dir:dependent >= dir:cc	Amharic,Beja,Bhojpuri,Buryat,Chintang,Korean,Malayalam,Odia	0.163	0.725			0.0
dir:cc	dist:cc	80	29	0.575	0.214	0.642	18	19.5		0.812	0.08	0.004	True							0.0
dir:cc	dist:discourse	38	18	0.083	0.201	0.056	7	9.5		0.193	0.04	0.998	False					none	0.0	0.0
dir:cc	freq:cc	80	29	-0.162	-0.188	-0.19	15	19.5		0.067	0.08	0.004	True							0.0
dir:cc	pos:CCONJ	80	29	-0.184	-0.209	-0.202	15	19.5		0.065	0.08	0.004	True							0.0
dir:comp	dir:comp:aux	75	26	0.888	0.744	0.813	10	18.2		0.0	0.12	0.0	True	dir:comp:aux >= dir:comp	Amharic,Bavarian,Beja,Bhojpuri,Breton,Buryat,Cantonese,Chinese	0.253	0.413			0.0
dir:comp	dir:comp:obj	125	38	0.976	0.972	0.975	2	30.8	low-X/high-Y empty: high Y implies high X	0.0	0.16	0.0	True	dir:comp:obj >= dir:comp	Amharic,Bambara,Bokota,Finnish,Komi_Zyrian,Warlpiri,Xavante	0.056	0.216			0.0
dir:comp	dir:comp:obl	58	21	0.823	0.784	0.838	7	14.5		0.0	0.12	0.0	True	dir:comp >= dir:comp:obl	Bambara,Bhojpuri,Bokota,Cantonese,Chinese,Chintang,English,Finnish	0.31	0.345			0.0
dir:comp	dir:comp:pred	68	26	0.897	0.831	0.866	4	17.0		0.0	0.16	0.0	True	dir:comp >= dir:comp:pred	Buryat,Cantonese,Chinese,Gheg,Italian,Ligurian,Old_French,Ruuli	0.176	0.309			0.0
dir:comp	dir:dependent	130	38	0.886	0.892	0.896	10	32.5		0.0	0.16	0.0	True	dir:comp >= dir:dependent	Abkhaz,Akuntsu,Beja,Buryat,Chintang,Guajajara,Gwichin,Ika	0.185	0.592			0.0
dir:comp	dir:subj	122	38	0.446	0.497	0.46	16	30.5		0.0	0.0	1.0	False	dir:comp >= dir:subj	Abkhaz,Chintang,Munduruku,Pesh,Tagalog,Tamil,Tupinamba	0.057	0.746			0.0
dir:comp	dist:comp	130	38	0.954	0.926	0.97	3	32.5	low-X/high-Y empty: high Y implies high X	0.0	0.16	0.0	True							0.0
dir:comp	dist:comp:aux	75	26	0.731	0.603	0.727	9	18.2		0.0	0.16	0.0	True							0.0
dir:comp	dist:comp:obj	125	38	0.939	0.902	0.953	3	30.8	high-X/low-Y empty: high X implies high Y	0.0	0.16	0.0	True							0.0
dir:comp	dist:comp:obl	58	21	0.619	0.725	0.467	7	14.5		0.0	0.16	0.0	True							0.0
dir:comp	dist:comp:pred	68	26	0.802	0.734	0.781	5	17.0		0.0	0.16	0.0	True							0.0
dir:comp	dist:det	90	34	0.135	0.114	0.097	21	22.5		0.668	0.0	1.0	False							0.0
dir:comp	dist:discourse	55	21	0.085	0.006	0.128	10	13.2		0.149	0.0	1.0	False							0.0
dir:comp	freq:cc	121	34	0.382	0.374	0.351	19	29.8		0.001	0.0	1.0	False							0.0
dir:comp	freq:comp	130	38	0.268	0.28	0.089	24	32.5		0.003	0.0	1.0	True							0.0
dir:comp	freq:discourse	109	34	-0.206	-0.249	-0.326	20	26.8		0.019	0.0	1.0	False							0.0
dir:comp	freq:mod	130	38	-0.375	-0.368	-0.469	23	32.5		0.003	0.0	1.0	False							0.0
dir:comp	freq:subj	129	38	-0.099	-0.095	0.102	27	31.8		0.167	0.0	1.0	False							0.0
dir:comp	freq:udep	128	37	-0.14	-0.119	-0.026	28	32.0		0.22	0.0	1.0	False							0.0
dir:comp	freq:vocative	93	32	0.059	0.017	0.163	21	22.8		0.678	0.0	1.0	False							0.0
dir:comp	pos:ADJ	125	37	0.014	0.041	0.027	28	30.8		0.465	0.0	1.0	False							0.0
dir:comp	pos:ADV	129	37	0.154	0.121	0.12	27	31.8		0.154	0.0	1.0	False							0.0
dir:comp	pos:AUX	121	36	0.093	0.135	-0.016	23	29.8		0.03	0.0	1.0	False							0.0
dir:comp	pos:NUM	121	36	-0.18	-0.155	-0.085	29	29.8		1.0	0.0	1.0	False							0.0
dir:comp	pos:PART	108	34	-0.105	-0.051	-0.101	25	27.0		0.566	0.0	1.0	False							0.0
dir:comp	pos:PRON	130	38	0.263	0.3	0.326	26	32.5		0.038	0.0	1.0	False							0.0
dir:comp	pos:PROPN	124	36	-0.069	-0.066	-0.318	29	31.0		0.576	0.0	1.0	False							0.0
dir:comp	pos:VERB	130	38	-0.327	-0.368	-0.343	23	32.5		0.0	0.0	1.0	False							0.0
dir:comp:aux	dir:dependent	75	26	0.782	0.695	0.769	11	18.2		0.001	0.12	0.0	True	dir:comp:aux >= dir:dependent	Akuntsu,Amharic,Beja,Bhojpuri,Breton,Buryat,Chintang,Guajajara	0.2	0.627			0.0
dir:comp:aux	dist:comp	75	26	0.856	0.633	0.811	11	18.2		0.0	0.12	0.0	True							0.0
dir:comp:aux	dist:comp:aux	75	26	0.809	0.746	0.951	4	18.2		0.0	0.16	0.0	True							0.0
dir:comp:aux	dist:det	64	25	0.169	0.148	0.225	13	16.0		0.174	0.0	1.0	False							0.0
dir:comp:aux	freq:comp	75	26	0.256	0.322	0.212	15	18.2		0.249	0.04	0.461	True							0.0
dir:comp:aux	freq:det	74	25	0.237	0.238	0.35	17	18.5		0.64	0.0	1.0	False							0.0
dir:comp:aux	freq:subj	74	26	-0.187	-0.24	0.022	17	18.5		0.641	0.0	1.0	False							0.0
dir:comp:aux	pos:ADJ	74	26	-0.116	-0.102	-0.213	16	18.5		0.365	0.0	1.0	False							0.0
dir:comp:aux	pos:NUM	74	25	-0.271	-0.272	-0.41	13	18.5		0.026	0.0	1.0	False							0.0
dir:comp:obj	dir:dependent	125	38	0.87	0.889	0.873	7	30.8		0.0	0.16	0.0	True	dir:comp:obj >= dir:dependent	Abkhaz,Akuntsu,Bambara,Beja,Bokota,Buryat,Chintang,Guajajara	0.208	0.592			0.0
dir:comp:obj	dir:subj	122	38	0.448	0.497	0.478	18	30.5		0.0	0.0	1.0	False	dir:comp:obj >= dir:subj	Abkhaz,Chintang,Munduruku,Pesh,Tagalog,Tamil,Tupinamba	0.057	0.697			0.0
dir:comp:obj	dist:comp	125	38	0.922	0.887	0.939	2	30.8	low-X/high-Y empty: high Y implies high X	0.0	0.16	0.0	True							0.0
dir:comp:obj	dist:comp:obj	125	38	0.954	0.911	0.971	2	31.0	low-X/high-Y empty: high Y implies high X	0.0	0.16	0.0	True							0.0
dir:comp:obj	freq:comp	125	38	0.293	0.33	0.039	21	30.8		0.002	0.0	1.0	True							0.0
dir:comp:obj	freq:discourse	107	34	-0.209	-0.268	-0.34	19	26.2		0.008	0.0	1.0	False							0.0
dir:comp:obj	freq:subj	124	38	-0.207	-0.213	0.02	24	31.0		0.018	0.0	1.0	False							0.0
dir:comp:obj	freq:udep	123	37	-0.102	-0.077	0.015	28	30.2		0.548	0.0	1.0	False							0.0
dir:comp:obj	freq:vocative	89	32	0.006	-0.02	0.123	20	21.8		0.679	0.0	1.0	False							0.0
dir:comp:obj	pos:ADJ	120	37	0.039	0.046	0.071	28	30.0		0.58	0.0	1.0	False							0.0
dir:comp:obj	pos:ADV	124	37	0.122	0.084	0.099	27	31.0		0.187	0.0	1.0	False							0.0
dir:comp:obj	pos:INTJ	93	32	0.027	-0.021	0.255	21	22.8		0.691	0.0	1.0	False							0.0
dir:comp:obj	pos:NOUN	125	38	-0.409	-0.37	-0.317	23	30.8		0.011	0.0	1.0	False							0.0
dir:comp:obj	pos:NUM	120	36	-0.12	-0.123	-0.078	30	30.0		1.0	0.0	1.0	False							0.0
dir:comp:obj	pos:PART	104	34	-0.086	-0.008	-0.144	25	26.0		0.846	0.0	1.0	False							0.0
dir:comp:obj	pos:PRON	125	38	0.221	0.265	0.331	25	30.8		0.079	0.0	1.0	False							0.0
dir:comp:obj	pos:PROPN	120	36	-0.08	-0.069	-0.282	29	30.0		0.854	0.0	1.0	False							0.0
dir:comp:obl	dir:dependent	58	21	0.735	0.67	0.688	9	14.5		0.01	0.12	0.0	True	dir:comp:obl >= dir:dependent	Abkhaz,Akkadian,Albanian,Amharic,Beja,Chintang,Guajajara,Ika	0.207	0.414			0.0
dir:comp:obl	dist:comp	58	21	0.853	0.801	0.907	5	14.5		0.0	0.16	0.0	True							0.0
dir:comp:obl	dist:comp:obl	58	21	0.836	0.935	0.735	1	14.5	low-X/high-Y empty: high Y implies high X	0.0	0.16	0.0	True							0.0
dir:comp:obl	freq:comp	58	21	0.42	0.408	0.282	10	14.5		0.031	0.04	0.781	True							0.0
dir:comp:obl	pos:PROPN	57	21	-0.176	-0.135	-0.241	12	13.8		0.604	0.0	1.0	False							0.0
dir:comp:pred	dir:dependent	68	26	0.798	0.769	0.791	7	17.0		0.0	0.12	0.0	True	dir:comp:pred >= dir:dependent	Abkhaz,Amharic,Assyrian,Beja,Chintang,Chukchi,Hausa,Ika	0.25	0.588			0.0
dir:comp:pred	dist:comp	68	26	0.881	0.821	0.854	4	17.0		0.0	0.16	0.0	True							0.0
dir:comp:pred	dist:comp:pred	68	26	0.948	0.91	0.962	1	17.0	low-X/high-Y empty: high Y implies high X	0.0	0.16	0.0	True							0.0
dir:comp:pred	dist:discourse	34	16	0.201	0.133	0.255	8	8.5		1.0	0.04	1.0	False							0.0
dir:comp:pred	freq:comp	68	26	0.246	0.261	0.229	14	17.0		0.246	0.04	0.573	True							0.0
dir:comp:pred	freq:vocative	52	22	0.122	0.112	0.24	13	13.0		1.0	0.0	1.0	False							0.0
dir:comp:pred	pos:PROPN	67	26	-0.149	-0.187	-0.417	15	16.2		0.805	0.0	1.0	False							0.0
dir:dependent	dir:det	90	34	0.305	0.189	0.286	21	22.5		0.693	0.04	0.251	True	dir:dependent >= dir:det	Abkhaz,Akkadian,Amharic,Bambara,Beja,Javanese,Old_Georgian,Xavante	0.089	0.756			0.0
dir:dependent	dir:discourse	55	21	-0.245	-0.265	-0.483	9	13.2		0.056	0.04	0.834	True	dir:discourse >= dir:dependent	Bambara,Cappadocian,Central_Kurdish,Chukchi,English,Gheg,Greek,Hausa	0.291	0.564			0.0
dir:dependent	dir:mod	123	37	0.789	0.787	0.749	15	30.2		0.0	0.12	0.0	True	dir:dependent >= dir:mod	Akkadian,Albanian,Bokota,Breton,Central_Kurdish,Chintang,Chukchi,French	0.268	0.374			0.0
dir:dependent	dir:subj	122	38	0.545	0.556	0.498	17	30.5		0.0	0.04	0.056	True	dir:dependent >= dir:subj	Abkhaz,Irish,Kiche,Tagalog	0.033	0.779			0.0
dir:dependent	dir:udep	114	35	0.868	0.878	0.903	8	28.5		0.0	0.12	0.0	True	dir:udep >= dir:dependent	Abkhaz,Akkadian,Amharic,Bhojpuri,Bokota,Cantonese,Cebuano,Chinese	0.219	0.509			0.0
dir:dependent	dist:cc	80	29	0.221	0.249	0.238	17	20.0		0.26	0.08	0.004	True							0.0
dir:dependent	dist:comp	130	38	0.809	0.801	0.886	11	32.5		0.0	0.12	0.0	True							0.0
dir:dependent	dist:comp:aux	75	26	0.594	0.489	0.66	10	18.2		0.0	0.12	0.0	True							0.0
dir:dependent	dist:comp:obj	125	38	0.801	0.793	0.861	8	30.8		0.0	0.08	0.0	True							0.0
dir:dependent	dist:comp:obl	58	21	0.487	0.561	0.267	9	14.5		0.009	0.08	0.041	True							0.0
dir:dependent	dist:comp:pred	68	26	0.664	0.626	0.68	8	17.0		0.0	0.08	0.013	True							0.0
dir:dependent	dist:det	90	34	0.329	0.308	0.327	20	22.5		0.412	0.04	0.251	True							0.0
dir:dependent	dist:discourse	55	21	0.134	0.026	0.056	11	13.2		0.423	0.04	0.834	True							0.0
dir:dependent	dist:mod	123	37	0.769	0.769	0.791	12	30.2		0.0	0.12	0.0	True							0.0
dir:dependent	dist:subj	122	38	0.567	0.588	0.707	17	30.5		0.0	0.04	0.056	True							0.0
dir:dependent	dist:udep	114	35	0.766	0.76	0.876	12	28.5		0.0	0.12	0.0	True							0.0
dir:dependent	freq:cc	122	34	0.21	0.236	0.246	25	30.5		0.075	0.04	0.056	True							0.0
dir:dependent	freq:comp	133	38	0.388	0.395	0.293	21	32.8		0.0	0.0	1.0	True							0.0
dir:dependent	freq:det	129	37	0.275	0.299	0.439	23	31.8		0.007	0.04	0.033	True							0.0
dir:dependent	freq:discourse	112	35	-0.009	-0.148	-0.171	24	28.0		0.188	0.0	1.0	True							0.0
dir:dependent	freq:mod	133	38	-0.401	-0.408	-0.535	21	32.8		0.0	0.04	0.028	True							0.0
dir:dependent	freq:subj	132	38	-0.198	-0.205	-0.071	27	33.0		0.055	0.0	1.0	True							0.0
dir:dependent	freq:udep	131	37	-0.1	-0.112	-0.079	29	32.2		0.424	0.0	1.0	True							0.0
dir:dependent	freq:vocative	94	32	0.07	0.055	0.278	22	23.5		0.687	0.0	1.0	True							0.0
dir:dependent	pos:ADJ	125	37	-0.083	-0.079	-0.148	29	30.8		0.724	0.0	1.0	True							0.0
dir:dependent	pos:ADP	129	36	0.482	0.489	0.451	18	31.8		0.0	0.08	0.0	True							0.0
dir:dependent	pos:ADV	132	37	0.062	0.073	0.062	31	33.0		0.622	0.0	1.0	True							0.0
dir:dependent	pos:AUX	123	36	0.135	0.204	0.204	23	30.2		0.024	0.04	0.066	True							0.0
dir:dependent	pos:CCONJ	121	34	0.264	0.282	0.286	22	29.8		0.007	0.04	0.053	True							0.0
dir:dependent	pos:DET	123	37	0.306	0.32	0.496	21	30.2		0.001	0.04	0.066	True							0.0
dir:dependent	pos:INTJ	95	32	0.062	0.06	0.253	21	23.2		0.513	0.04	0.224	True							0.0
dir:dependent	pos:NOUN	133	38	-0.37	-0.376	-0.43	22	32.8		0.0	0.0	1.0	True							0.0
dir:dependent	pos:NUM	122	36	-0.268	-0.265	-0.245	25	30.5		0.066	0.0	1.0	True							0.0
dir:dependent	pos:PART	111	35	0.129	0.086	0.146	27	27.2		1.0	0.04	0.108	True							0.0
dir:dependent	pos:PRON	133	38	0.239	0.3	0.32	24	32.8		0.004	0.0	1.0	True							0.0
dir:dependent	pos:PROPN	125	36	-0.114	-0.107	-0.363	28	30.8		0.488	0.04	0.035	True							0.0
dir:dependent	pos:SCONJ	117	36	0.342	0.445	0.431	19	28.8		0.001	0.04	0.065	True							0.0
dir:dependent	pos:VERB	133	38	-0.29	-0.366	-0.285	22	32.8		0.0	0.0	1.0	True							0.0
dir:det	dir:subj	88	34	-0.061	0.032	-0.171	20	21.5		0.813	0.0	1.0	False	dir:subj >= dir:det	Akkadian,Amharic,Bambara,Beja,Brahui,Buryat,Haitian_Creole,Hausa	0.25	0.42			0.0
dir:det	dir:udep	86	32	0.203	0.148	0.269	20	21.5		0.686	0.0	1.0	False	dir:udep >= dir:det	Abkhaz,Akkadian,Amharic,Old_Georgian,Xavante,Xibe	0.07	0.651			0.0
dir:det	dist:det	90	34	0.961	0.737	0.984	10	22.5		0.0	0.12	0.0	True							0.0
dir:det	dist:discourse	43	20	-0.018	-0.027	0.051	9	10.2		0.751	0.0	1.0	False							0.0
dir:det	dist:mod	89	34	0.23	0.239	0.285	21	21.5		1.0	0.0	1.0	False							0.0
dir:det	dist:subj	88	34	-0.09	0.003	-0.062	21	21.5		1.0	0.0	1.0	False							0.0
dir:det	dist:udep	86	32	0.19	0.203	0.308	20	21.5		0.689	0.0	1.0	False							0.0
dir:det	freq:cc	87	31	-0.069	-0.123	-0.077	21	21.2		1.0	0.0	1.0	False							0.0
dir:det	freq:comp	90	34	0.216	0.158	0.287	22	22.5		1.0	0.0	1.0	False							0.0
dir:det	freq:det	90	34	-0.083	-0.186	-0.111	20	22.5		0.402	0.04	0.251	True							0.0
dir:det	freq:mod	90	34	-0.095	0.02	-0.217	20	22.5		0.414	0.0	1.0	False							0.0
dir:det	pos:ADV	90	34	-0.21	-0.127	-0.143	22	22.5		1.0	0.0	1.0	False							0.0
dir:det	pos:AUX	87	34	0.19	-0.058	0.525	17	21.2		0.132	0.0	1.0	False							0.0
dir:det	pos:CCONJ	87	31	-0.057	-0.14	-0.026	19	21.2		0.524	0.0	1.0	False							0.0
dir:det	pos:DET	86	33	-0.156	-0.241	-0.135	19	21.5		0.386	0.04	0.264	True							0.0
dir:det	pos:INTJ	74	30	0.103	0.196	0.082	16	18.0		0.471	0.0	1.0	False							0.0
dir:det	pos:NOUN	90	34	-0.1	-0.047	-0.238	21	22.5		0.674	0.0	1.0	False							0.0
dir:det	pos:NUM	88	33	-0.171	-0.099	-0.184	21	21.5		1.0	0.0	1.0	False							0.0
dir:det	pos:PART	76	31	0.16	0.154	0.281	18	19.0		0.833	0.0	1.0	False							0.0
dir:det	pos:PROPN	87	33	0.106	0.006	0.012	20	21.0		0.819	0.0	1.0	False							0.0
dir:det	pos:VERB	90	34	0.14	0.263	0.152	16	22.5		0.01	0.0	1.0	False							0.0
dir:discourse	dist:cc	38	18	0.113	0.048	0.207	9	9.5		1.0	0.04	0.998	False					none	0.0	0.0
dir:discourse	dist:discourse	55	21	0.807	0.886	0.758	2	13.2	low-X/high-Y empty: high Y implies high X	0.0	0.16	0.0	True							0.0
dir:discourse	freq:discourse	55	21	0.379	0.348	-0.139	10	13.2		0.171	0.04	0.834	True							0.0
dir:discourse	freq:mod	55	21	0.087	0.038	0.2	12	13.2		0.791	0.0	1.0	False							0.0
dir:discourse	pos:AUX	53	21	-0.178	-0.21	-0.162	11	12.8		0.588	0.0	1.0	False							0.0
dir:discourse	pos:VERB	55	21	0.149	0.197	0.155	10	13.2		0.176	0.0	1.0	False							0.0
dir:mod	dist:mod	123	37	0.889	0.91	0.902	7	30.2		0.0	0.16	0.0	True							0.0
dir:mod	freq:comp	123	37	0.388	0.399	0.295	19	30.2		0.0	0.0	1.0	False							0.0
dir:mod	freq:discourse	108	34	-0.008	-0.016	0.078	24	27.0		0.328	0.0	1.0	False							0.0
dir:mod	freq:mod	123	37	-0.377	-0.392	-0.522	21	30.2		0.001	0.0	1.0	True							0.0
dir:mod	freq:subj	122	37	-0.156	-0.203	0.02	25	30.5		0.065	0.0	1.0	False							0.0
dir:mod	freq:vocative	87	32	0.117	0.151	0.478	17	21.2		0.13	0.0	1.0	False							0.0
dir:mod	pos:ADP	121	35	0.417	0.421	0.369	19	29.8		0.0	0.0	1.0	False							0.0
dir:mod	pos:ADV	123	37	-0.083	-0.056	-0.104	30	30.2		1.0	0.0	1.0	False							0.0
dir:mod	pos:AUX	114	35	0.182	0.145	0.338	28	28.5		1.0	0.0	1.0	False							0.0
dir:mod	pos:CCONJ	113	34	0.117	0.106	0.034	27	27.8		1.0	0.0	1.0	False							0.0
dir:mod	pos:INTJ	95	32	0.044	0.099	0.264	21	23.2		0.526	0.0	1.0	False							0.0
dir:mod	pos:PART	104	34	0.159	0.14	0.304	23	26.0		0.304	0.0	1.0	False							0.0
dir:mod	pos:PRON	123	37	0.206	0.265	0.319	24	30.2		0.046	0.0	1.0	False							0.0
dir:mod	pos:PROPN	117	35	-0.16	-0.186	-0.377	26	28.8		0.48	0.0	1.0	False							0.0
dir:mod	pos:SCONJ	110	36	0.298	0.364	0.27	19	27.5		0.002	0.0	1.0	False							0.0
dir:mod	pos:VERB	123	37	-0.127	-0.184	-0.015	26	30.2		0.207	0.0	1.0	False							0.0
dir:subj	dist:det	88	34	-0.031	0.091	-0.114	20	22.0		0.514	0.0	1.0	False							0.0
dir:subj	dist:subj	122	38	0.689	0.811	0.786	7	30.5		0.0	0.12	0.0	True							0.0
dir:subj	freq:cc	113	34	0.106	0.223	0.164	21	27.8		0.019	0.0	1.0	False							0.0
dir:subj	freq:comp	122	38	0.161	0.122	0.025	28	30.5		0.467	0.0	1.0	False							0.0
dir:subj	freq:det	121	37	0.23	0.181	0.542	27	29.8		0.45	0.0	1.0	False							0.0
dir:subj	freq:discourse	105	34	-0.221	-0.214	-0.165	20	25.8		0.049	0.0	1.0	False							0.0
dir:subj	freq:mod	122	38	-0.164	-0.145	-0.235	28	30.5		0.5	0.0	1.0	False							0.0
dir:subj	freq:subj	122	38	-0.177	-0.205	-0.136	27	30.5		0.297	0.0	1.0	True							0.0
dir:subj	freq:udep	120	37	0.067	0.006	-0.09	28	30.0		0.58	0.0	1.0	False							0.0
dir:subj	freq:vocative	86	32	-0.011	0.047	0.181	21	21.5		1.0	0.0	1.0	False							0.0
dir:subj	pos:ADJ	118	37	-0.032	-0.005	-0.067	29	29.5		1.0	0.0	1.0	False							0.0
dir:subj	pos:ADP	120	36	0.303	0.198	0.023	29	30.0		0.877	0.0	1.0	False							0.0
dir:subj	pos:ADV	121	37	0.031	0.145	0.087	24	29.8		0.073	0.0	1.0	False							0.0
dir:subj	pos:AUX	113	36	-0.084	0.007	-0.047	27	27.8		1.0	0.0	1.0	False							0.0
dir:subj	pos:CCONJ	112	34	0.127	0.254	0.158	22	28.0		0.038	0.0	1.0	False							0.0
dir:subj	pos:INTJ	92	32	-0.038	0.022	0.073	23	23.0		1.0	0.0	1.0	False							0.0
dir:subj	pos:NOUN	122	38	-0.19	-0.212	-0.201	28	30.5		0.471	0.0	1.0	False							0.0
dir:subj	pos:NUM	119	36	-0.212	-0.23	-0.287	23	29.2		0.036	0.0	1.0	False							0.0
dir:subj	pos:PART	102	34	0.095	-0.025	0.101	22	25.5		0.234	0.0	1.0	False							0.0
dir:subj	pos:PRON	122	38	0.03	0.104	-0.055	28	30.5		0.47	0.0	1.0	False							0.0
