measure	language	value	n_scope	n_hit	ci_low	ci_high
adist:udep	Spanish	2.5353	439			
adist:udep	Spanish_Sign_Language	2.119	42			
adist:udep	Swedish	2.072	931			
adist:udep	Swedish_Sign_Language	1.8115	122			
adist:udep	Tagalog	2.0497	161			
adist:udep	Tamil	3.2868	1182			
adist:udep	Tatar	5.0456	241			
adist:udep	Teko	1.4397	307			
adist:udep	Telugu	1.6605	433			
adist:udep	Tupinamba	2.25	440			
adist:udep	Turkish	2.9451	3662			
adist:udep	Turkish_English	1.7667	30			
adist:udep	Umbrian	2.6076	158			
adist:udep	Upper_Sorbian	3.6294	1055			
adist:udep	Uzbek	3.3046	1425			
adist:udep	Veps	2.2794	136			
adist:udep	Vietnamese	2.0946	148			
adist:udep	Wolof	2.5794	2701			
adist:udep	Xavante	2.4348	138			
adist:udep	Xibe	4.6364	1235			
adist:udep	Yakut	1.9515	103			
adist:udep	Yoruba	2.263	616			
adist:udep	Yupik	3.6812	69			
adist:udep	Zazaki	2.1102	118			
dir:cc	Abkhaz	0.0	85	0	0.0	4.324
dir:cc	Akkadian	0.0	102	0	0.0	3.629
dir:cc	Albanian	2.0	150	3	0.682	5.715
dir:cc	Alemannic	0.0	35	0	0.0	9.89
dir:cc	Amharic	79.0698	86	68	69.323	86.33
dir:cc	Bambara	0.0	65	0	0.0	5.58
dir:cc	Bavarian	0.266	376	1	0.047	1.491
dir:cc	Beja	91.4454	339	310	87.984	93.978
dir:cc	Bhojpuri	23.3333	30	7	11.792	40.928
dir:cc	Breton	2.9126	206	6	1.342	6.208
dir:cc	Buryat	72.1519	79	57	61.418	80.832
dir:cc	Cantonese	1.2658	79	1	0.224	6.828
dir:cc	Cappadocian	5.1643	213	11	2.908	9.009
dir:cc	Chinese	1.1029	272	3	0.376	3.192
dir:cc	Chintang	40.9972	361	148	36.044	46.14
dir:cc	Chukchi	0.813	123	1	0.144	4.462
dir:cc	Czech	0.9434	212	2	0.259	3.374
dir:cc	English	0.0	1654	0	0.0	0.232
dir:cc	Esperanto	1.9608	153	3	0.669	5.606
dir:cc	Faroese	0.3367	297	1	0.059	1.882
dir:cc	Finnish	0.0	599	0	0.0	0.637
dir:cc	French	0.0	149	0	0.0	2.513
dir:cc	Frisian_Dutch	0.0	107	0	0.0	3.466
dir:cc	Gheg	0.0955	1047	1	0.017	0.539
dir:cc	Greek	1.2405	1048	13	0.726	2.111
dir:cc	Guajajara	2.0202	99	2	0.556	7.069
dir:cc	Gujarati	3.8462	52	2	1.061	12.981
dir:cc	Haitian_Creole	0.0	53	0	0.0	6.758
dir:cc	Hausa	1.5894	755	12	0.912	2.757
dir:cc	Hebrew	2.88	625	18	1.829	4.506
dir:cc	Highland_Puebla_Nahuatl	0.2183	458	1	0.039	1.226
dir:cc	Hittite	12.6437	87	11	7.209	21.238
dir:cc	Ika	0.0	43	0	0.0	8.201
dir:cc	Irish	0.0	199	0	0.0	1.894
dir:cc	Italian	0.0	273	0	0.0	1.388
dir:cc	Javanese	0.0	308	0	0.0	1.232
dir:cc	Karelian	0.0	156	0	-0.0	2.403
dir:cc	Kazakh	3.0	200	6	1.382	6.389
dir:cc	Kiche	0.0	41	0	-0.0	8.567
dir:cc	Komi_Permyak	0.0	43	0	0.0	8.201
dir:cc	Komi_Zyrian	0.8949	447	4	0.349	2.278
dir:cc	Korean	3.869	336	13	2.275	6.506
dir:cc	Ligurian	0.0	243	0	0.0	1.556
dir:cc	Lithuanian	0.0	296	0	-0.0	1.281
dir:cc	Livvi	0.0	71	0	0.0	5.133
dir:cc	Macedonian	2.381	84	2	0.655	8.271
dir:cc	Malayalam	87.0968	93	81	78.788	92.462
dir:cc	Marathi	1.5385	65	1	0.272	8.213
dir:cc	Middle_Armenian	0.0	124	0	0.0	3.005
dir:cc	Middle_French	0.0	442	0	-0.0	0.862
dir:cc	Moksha	0.6211	161	1	0.11	3.434
dir:cc	Nepali	13.9535	43	6	6.556	27.264
dir:cc	Northern_Kurdish	10.989	364	40	8.174	14.618
dir:cc	Northwest_Gbaya	0.0	235	0	0.0	1.608
dir:cc	Odia	28.6624	157	45	22.165	36.179
dir:cc	Old_French	0.0	772	0	0.0	0.495
dir:cc	Old_Georgian	0.1681	595	1	0.03	0.946
dir:cc	Ottoman_Turkish	1.1811	254	3	0.402	3.414
dir:cc	Pashto	2.5271	277	7	1.229	5.123
dir:cc	Phrygian	52.1368	117	61	43.162	60.976
dir:cc	Polish	0.1754	570	1	0.031	0.987
dir:cc	Punjabi	45.0549	91	41	35.24	55.271
dir:cc	Romanian	3.1447	159	5	1.351	7.149
dir:cc	Ruuli	0.6711	149	1	0.119	3.703
dir:cc	Sanskrit	52.9412	34	18	36.737	68.548
dir:cc	Sicilian	0.2392	418	1	0.042	1.343
dir:cc	Skolt_Sami	0.5714	175	1	0.101	3.165
dir:cc	Spanish	1.2195	410	5	0.522	2.823
dir:cc	Swedish	0.0	543	0	0.0	0.702
dir:cc	Tamil	56.4815	108	61	47.068	65.45
dir:cc	Tatar	1.7544	57	1	0.31	9.291
dir:cc	Turkish	1.6598	723	12	0.952	2.879
dir:cc	Upper_Sorbian	1.1161	448	5	0.478	2.586
dir:cc	Uzbek	5.1064	235	12	2.945	8.712
dir:cc	Veps	0.0	61	0	-0.0	5.924
dir:cc	Vietnamese	0.0	47	0	-0.0	7.556
dir:cc	Wolof	0.0732	1367	1	0.013	0.413
dir:cc	Xibe	0.9434	106	1	0.167	5.151
dir:cc	Yakut	5.5556	36	2	1.537	18.145
dir:cc	Yoruba	1.1429	350	4	0.445	2.901
dir:comp	Abaza	11.7188	128	15	7.232	18.437
dir:comp	Abkhaz	2.519	2104	53	1.931	3.28
dir:comp	Akkadian	73.8786	379	280	69.232	78.046
dir:comp	Akuntsu	10.2941	204	21	6.832	15.224
dir:comp	Albanian	84.0336	1309	1100	81.95	85.918
dir:comp	Alemannic	75.895	419	318	71.576	79.743
dir:comp	Amharic	49.4789	3838	1899	47.898	51.06
dir:comp	Apurina	71.6129	155	111	64.059	78.121
dir:comp	Assamese	12.8571	140	18	8.29	19.408
dir:comp	Assyrian	74.4681	141	105	66.688	80.95
dir:comp	Azerbaijani	8.7591	137	12	5.082	14.686
dir:comp	Bambara	52.703	4273	2252	51.204	54.197
dir:comp	Bavarian	75.7923	3755	2846	74.396	77.136
dir:comp	Beja	7.1002	3014	214	6.237	8.073
dir:comp	Bengali	17.0213	47	8	8.886	30.14
dir:comp	Bhojpuri	11.5528	1610	186	10.082	13.207
dir:comp	Bokota	51.4318	873	449	48.117	54.734
dir:comp	Brahui	10.396	202	21	6.901	15.37
dir:comp	Breton	86.3364	3008	2597	85.063	87.518
dir:comp	Buryat	7.0555	1063	75	5.666	8.755
dir:comp	Cantonese	77.7494	2737	2128	76.153	79.268
dir:comp	Cappadocian	72.7438	1097	798	70.033	75.296
dir:comp	Cebuano	81.0748	428	347	77.094	84.503
dir:comp	Central_Kurdish	45.3125	128	58	36.951	53.947
dir:comp	Chinese	72.3787	5503	3983	71.182	73.544
dir:comp	Chintang	2.5475	2002	51	1.943	3.334
dir:comp	Chukchi	40.5995	367	149	35.698	45.696
dir:comp	Classical_Chinese	70.073	137	96	61.943	77.108
dir:comp	Czech	76.6782	1445	1108	74.429	78.786
dir:comp	English	96.5053	12476	12040	96.168	96.813
dir:comp	Esperanto	95.5381	762	728	93.83	96.79
dir:comp	Faroese	95.2362	2540	2419	94.337	95.998
dir:comp	Finnish	76.4812	2768	2117	74.865	78.024
dir:comp	French	87.6248	1503	1317	85.863	89.194
dir:comp	Frisian_Dutch	80.578	865	697	77.809	83.077
dir:comp	Gheg	71.7508	5586	4008	70.556	72.916
dir:comp	Gorontalo	100.0	76	76	95.189	100.0
dir:comp	Greek	84.6109	5166	4371	83.601	85.569
dir:comp	Guajajara	34.1552	1379	471	31.699	36.699
dir:comp	Gujarati	5.7082	473	27	3.952	8.178
dir:comp	Gwichin	0.6803	147	1	0.12	3.752
dir:comp	Haitian_Creole	98.5526	760	749	97.427	99.19
dir:comp	Hausa	98.3046	19995	19656	98.116	98.474
dir:comp	Hebrew	98.8564	2361	2334	98.341	99.213
dir:comp	Highland_Puebla_Nahuatl	87.9668	964	848	85.761	89.871
dir:comp	Hittite	24.8148	270	67	20.04	30.296
dir:comp	Ika	1.2141	1565	19	0.779	1.888
dir:comp	Irish	96.4688	1331	1284	95.336	97.334
dir:comp	Italian	89.2351	2118	1890	87.843	90.485
dir:comp	Javanese	98.6916	2140	2112	98.115	99.093
dir:comp	Kaapor	14.6341	82	12	8.574	23.859
dir:comp	Kadiweu	97.0588	34	33	85.084	99.479
dir:comp	Kangri	4.7026	723	34	3.385	6.5
dir:comp	Karelian	75.693	469	355	71.612	79.356
dir:comp	Karo	16.185	519	84	13.267	19.6
dir:comp	Kazakh	0.7143	1260	9	0.376	1.352
dir:comp	Kiche	86.6483	1453	1259	84.802	88.301
dir:comp	Komi_Permyak	65.0	160	104	57.336	71.96
dir:comp	Komi_Zyrian	56.3636	1430	806	53.78	58.914
dir:comp	Korean	0.3017	4309	13	0.176	0.516
dir:comp	Kyrgyz	1.3953	215	3	0.476	4.021
dir:comp	Latgalian	87.8788	33	29	72.674	95.184
dir:comp	Latvian	87.8788	33	29	72.674	95.184
dir:comp	Ligurian	81.1212	2087	1693	79.386	82.742
dir:comp	Lithuanian	83.4236	923	770	80.887	85.683
dir:comp	Livvi	72.5225	222	161	66.305	77.974
dir:comp	Luxembourgish	62.7451	51	32	49.025	74.679
dir:comp	Macedonian	74.3929	453	337	70.18	78.195
dir:comp	Malayalam	3.4582	347	12	1.989	5.947
dir:comp	Marathi	6.214	869	54	4.794	8.02
dir:comp	Mbya_Guarani	15.5172	290	45	11.804	20.132
dir:comp	Middle_Armenian	77.6978	278	216	72.446	82.195
dir:comp	Middle_French	90.8832	2106	1914	89.578	92.039
dir:comp	Moksha	68.3442	616	421	64.567	71.894
dir:comp	Munduruku	4.7619	210	10	2.607	8.542
dir:comp	Naga	3.653	657	24	2.467	5.378
dir:comp	Neapolitan	83.9286	56	47	72.194	91.307
dir:comp	Nenets	4.023	174	7	1.962	8.07
dir:comp	Nepali	5.7143	105	6	2.645	11.91
dir:comp	Northern_Kurdish	60.2225	2607	1570	58.33	62.085
dir:comp	Northwest_Gbaya	99.3895	819	814	98.579	99.739
dir:comp	Odia	11.6084	715	83	9.463	14.164
dir:comp	Old_English	85.3659	41	35	71.557	93.116
dir:comp	Old_French	89.0783	4752	4233	88.16	89.934
dir:comp	Old_Georgian	48.9104	1239	606	46.135	51.693
dir:comp	Old_Irish	98.3146	178	175	95.163	99.425
dir:comp	Old_Turkish	0.0	47	0	-0.0	7.556
dir:comp	Ottoman_Turkish	4.8202	1307	63	3.786	6.12
dir:comp	Pashto	51.8674	1901	986	49.62	54.107
dir:comp	Paumari	32.0	100	32	23.669	41.663
dir:comp	Pesh	5.1565	1086	56	3.992	6.637
dir:comp	Phrygian	25.3071	407	103	21.328	29.748
dir:comp	Polish	94.7274	5007	4743	94.073	95.313
dir:comp	Punjabi	18.6984	1091	204	16.496	21.12
dir:comp	Romanian	83.2821	1627	1355	81.391	85.016
dir:comp	Ruuli	93.1224	1454	1354	91.705	94.313
dir:comp	Sanskrit	21.5789	190	41	16.324	27.961
dir:comp	Shanghainese	82.613	2013	1663	80.896	84.206
dir:comp	Sicilian	76.9278	3281	2524	75.455	78.337
dir:comp	Sinhala	1.992	251	5	0.854	4.578
dir:comp	Skolt_Sami	67.5105	474	320	63.168	71.571
dir:comp	South_Levantine_Arabic	97.3913	230	224	94.427	98.799
dir:comp	Southern_Kurdish	60.793	227	138	54.313	66.914
dir:comp	Spanish	78.0885	1967	1536	76.207	79.861
dir:comp	Spanish_Sign_Language	61.3333	150	92	53.35	68.751
dir:comp	Swedish	95.2506	3432	3269	94.487	95.913
dir:comp	Swedish_Sign_Language	86.0215	186	160	80.306	90.279
dir:comp	Tagalog	86.1905	630	543	83.276	88.666
dir:comp	Tamil	0.4203	2379	10	0.228	0.772
dir:comp	Tatar	1.1364	264	3	0.387	3.287
dir:comp	Teko	39.3035	402	158	34.652	44.158
dir:comp	Telugu	1.3587	736	10	0.74	2.483
dir:comp	Telugu_English	20.8333	72	15	13.052	31.569
dir:comp	Tswana	79.4521	73	58	68.826	87.133
dir:comp	Tupinamba	21.4418	541	116	18.191	25.095
dir:comp	Turkish	2.0352	5454	111	1.693	2.445
dir:comp	Turkish_English	46.875	64	30	35.176	58.928
dir:comp	Umbrian	24.9231	325	81	20.532	29.9
dir:comp	Upper_Sorbian	85.6544	2147	1839	84.108	87.074
dir:comp	Uzbek	2.0773	1733	36	1.504	2.862
dir:comp	Veps	83.3333	228	190	77.952	87.61
dir:comp	Vietnamese	94.1432	461	434	91.613	95.944
dir:comp	Warlpiri	53.0973	113	60	43.946	62.045
dir:comp	Wolof	85.0423	13478	11462	84.43	85.634
dir:comp	Xavante	34.2298	409	140	29.797	38.956
dir:comp	Xibe	1.2584	3417	43	0.936	1.691
dir:comp	Yakut	4.3716	183	8	2.232	8.388
dir:comp	Yoruba	86.3693	2399	2072	84.938	87.684
dir:comp	Yupik	42.6752	157	67	35.204	50.496
dir:comp	Zazaki	18.8679	318	60	14.949	23.53
dir:comp:aux	Akuntsu	5.8824	34	2	1.628	19.094
dir:comp:aux	Albanian	100.0	97	97	96.191	100.0
dir:comp:aux	Alemannic	82.0755	106	87	73.694	88.214
dir:comp:aux	Amharic	6.051	314	19	3.908	9.257
dir:comp:aux	Bambara	99.3483	1381	1372	98.766	99.657
dir:comp:aux	Bavarian	64.9924	657	427	61.267	68.543
dir:comp:aux	Beja	0.7812	128	1	0.138	4.293
dir:comp:aux	Bhojpuri	0.9585	313	3	0.326	2.78
dir:comp:aux	Bokota	96.124	258	248	93.013	97.881
dir:comp:aux	Breton	60.3175	567	342	56.234	64.262
dir:comp:aux	Buryat	0.0	138	0	0.0	2.708
dir:comp:aux	Cantonese	68.9487	409	282	64.306	73.239
dir:comp:aux	Cappadocian	94.5205	146	138	89.561	97.198
dir:comp:aux	Chinese	64.4951	614	396	60.631	68.179
dir:comp:aux	Chintang	0.0	90	0	0.0	4.094
dir:comp:aux	Chukchi	85.1064	47	40	72.314	92.593
dir:comp:aux	Czech	59.0909	66	39	47.049	70.133
dir:comp:aux	English	99.9445	1803	1802	99.686	99.99
dir:comp:aux	Esperanto	98.1481	54	53	90.229	99.672
dir:comp:aux	Faroese	95.1456	103	98	89.136	97.909
dir:comp:aux	Finnish	98.5185	405	399	96.806	99.319
dir:comp:aux	French	100.0	56	56	93.581	100.0
dir:comp:aux	Frisian_Dutch	73.6842	76	56	62.819	82.271
dir:comp:aux	Gheg	99.6988	996	993	99.118	99.898
dir:comp:aux	Greek	98.9676	678	671	97.884	99.499
dir:comp:aux	Guajajara	3.8251	183	7	1.865	7.684
dir:comp:aux	Gujarati	2.2727	132	3	0.776	6.469
dir:comp:aux	Hausa	99.9868	7576	7575	99.925	99.998
dir:comp:aux	Highland_Puebla_Nahuatl	92.6316	95	88	85.564	96.385
dir:comp:aux	Ika	0.0	641	0	0.0	0.596
dir:comp:aux	Italian	100.0	457	457	99.166	100.0
dir:comp:aux	Javanese	99.6633	297	296	98.118	99.941
dir:comp:aux	Kangri	1.1494	174	2	0.316	4.093
dir:comp:aux	Karelian	98.3051	59	58	91.004	99.7
dir:comp:aux	Karo	30.303	132	40	23.112	38.608
dir:comp:aux	Kazakh	0.0	174	0	0.0	2.16
dir:comp:aux	Kiche	37.7273	220	83	31.585	44.291
dir:comp:aux	Komi_Permyak	94.8718	39	37	83.114	98.582
dir:comp:aux	Komi_Zyrian	85.5124	283	242	80.936	89.138
dir:comp:aux	Korean	0.0	577	0	0.0	0.661
dir:comp:aux	Kyrgyz	0.0	78	0	-0.0	4.694
dir:comp:aux	Ligurian	100.0	216	216	98.253	100.0
dir:comp:aux	Lithuanian	97.1429	35	34	85.467	99.494
dir:comp:aux	Livvi	100.0	35	35	90.11	100.0
dir:comp:aux	Macedonian	97.4359	39	38	86.819	99.546
dir:comp:aux	Marathi	6.2016	129	8	3.176	11.761
dir:comp:aux	Middle_French	94.6281	242	229	91.027	96.834
dir:comp:aux	Moksha	95.8904	146	140	91.325	98.103
dir:comp:aux	Naga	0.0	156	0	-0.0	2.403
dir:comp:aux	Northern_Kurdish	97.9452	146	143	94.133	99.299
dir:comp:aux	Old_French	92.9894	756	703	90.944	94.6
dir:comp:aux	Ottoman_Turkish	2.1505	93	2	0.592	7.505
dir:comp:aux	Pashto	30.1587	189	57	24.064	37.044
dir:comp:aux	Polish	76.1506	239	182	70.361	81.113
dir:comp:aux	Punjabi	8.3832	167	14	5.059	13.579
dir:comp:aux	Romanian	100.0	122	122	96.947	100.0
dir:comp:aux	Ruuli	100.0	45	45	92.135	100.0
dir:comp:aux	Shanghainese	66.4615	325	216	61.163	71.376
dir:comp:aux	Sicilian	99.5536	224	223	97.515	99.921
dir:comp:aux	Sinhala	0.0	40	0	0.0	8.762
dir:comp:aux	Skolt_Sami	94.4444	108	102	88.407	97.429
dir:comp:aux	Spanish	98.8095	84	83	93.56	99.79
dir:comp:aux	Swedish	99.0991	333	330	97.385	99.693
dir:comp:aux	Tamil	0.2882	694	2	0.079	1.045
dir:comp:aux	Tatar	0.0	43	0	0.0	8.201
dir:comp:aux	Turkish	0.2174	460	1	0.038	1.221
dir:comp:aux	Upper_Sorbian	100.0	49	49	92.73	100.0
dir:comp:aux	Uzbek	1.2987	77	1	0.23	6.996
dir:comp:aux	Veps	91.6667	48	44	80.447	96.712
dir:comp:aux	Vietnamese	85.0	40	34	70.928	92.939
dir:comp:aux	Warlpiri	92.0	50	46	81.162	96.845
dir:comp:aux	Wolof	77.2332	3101	2395	75.724	78.675
dir:comp:aux	Xavante	97.8947	95	93	92.646	99.421
dir:comp:aux	Xibe	0.0	73	0	0.0	4.999
dir:comp:aux	Yoruba	95.1289	349	332	92.338	96.937
dir:comp:obj	Abaza	12.6214	103	13	7.526	20.404
dir:comp:obj	Abkhaz	1.8896	1323	25	1.283	2.775
dir:comp:obj	Akkadian	78.1977	344	269	73.536	82.237
dir:comp:obj	Akuntsu	10.1796	167	17	6.453	15.697
dir:comp:obj	Albanian	92.3738	931	860	90.489	93.91
dir:comp:obj	Alemannic	79.0698	258	204	73.697	83.589
dir:comp:obj	Amharic	45.1461	2122	958	43.039	47.27
dir:comp:obj	Apurina	77.9528	127	99	69.981	84.283
dir:comp:obj	Assamese	13.2231	121	16	8.306	20.404
dir:comp:obj	Assyrian	95.122	82	78	88.119	98.087
dir:comp:obj	Azerbaijani	9.6154	104	10	5.307	16.801
dir:comp:obj	Bambara	23.6702	2632	623	22.085	25.332
dir:comp:obj	Bavarian	84.0391	2456	2064	82.538	85.434
dir:comp:obj	Beja	16.4634	1148	189	14.431	18.72
dir:comp:obj	Bengali	14.2857	35	5	6.26	29.376
dir:comp:obj	Bhojpuri	12.4178	1216	151	10.682	14.391
dir:comp:obj	Bokota	1.1765	255	3	0.401	3.401
dir:comp:obj	Brahui	11.8012	161	19	7.687	17.696
dir:comp:obj	Breton	95.9567	2127	2041	95.033	96.714
dir:comp:obj	Buryat	7.1698	795	57	5.575	9.177
dir:comp:obj	Cantonese	76.9527	2074	1596	75.091	78.714
dir:comp:obj	Cappadocian	71.7722	790	567	68.534	74.8
dir:comp:obj	Cebuano	80.8511	423	342	76.83	84.316
dir:comp:obj	Central_Kurdish	53.9326	89	48	43.629	63.91
dir:comp:obj	Chinese	70.1016	4231	2966	68.704	71.462
dir:comp:obj	Chintang	2.2596	1726	39	1.657	3.074
dir:comp:obj	Chukchi	39.0625	256	100	33.29	45.159
dir:comp:obj	Classical_Chinese	69.2308	130	90	60.84	76.517
dir:comp:obj	Czech	86.9942	1038	903	84.811	88.905
dir:comp:obj	English	96.7303	8533	8254	96.331	97.087
dir:comp:obj	Esperanto	95.4887	665	635	93.633	96.822
dir:comp:obj	Faroese	99.0119	1518	1503	98.376	99.4
dir:comp:obj	Finnish	70.8495	1801	1276	68.708	72.902
dir:comp:obj	French	94.8787	1113	1056	93.422	96.026
dir:comp:obj	Frisian_Dutch	82.7957	651	539	79.706	85.5
dir:comp:obj	Gheg	82.0006	3089	2533	80.606	83.315
dir:comp:obj	Gorontalo	100.0	71	71	94.867	100.0
dir:comp:obj	Greek	86.0818	3693	3179	84.928	87.161
dir:comp:obj	Guajajara	35.6027	896	319	32.535	38.793
dir:comp:obj	Gujarati	7.2993	274	20	4.775	11.005
dir:comp:obj	Gwichin	0.6849	146	1	0.121	3.777
dir:comp:obj	Haitian_Creole	98.4551	712	701	97.255	99.135
dir:comp:obj	Hausa	99.5045	9081	9036	99.338	99.629
dir:comp:obj	Hebrew	99.239	2234	2217	98.785	99.524
dir:comp:obj	Highland_Puebla_Nahuatl	89.5577	814	729	87.268	91.476
dir:comp:obj	Hittite	30.5556	216	66	24.797	36.994
dir:comp:obj	Ika	2.2857	350	8	1.163	4.445
dir:comp:obj	Irish	95.8534	1037	994	94.461	96.907
dir:comp:obj	Italian	93.1583	1257	1171	91.627	94.427
dir:comp:obj	Javanese	98.6366	1687	1664	97.962	99.09
dir:comp:obj	Kaapor	11.5942	69	8	5.993	21.246
dir:comp:obj	Kadiweu	96.875	32	31	84.256	99.446
dir:comp:obj	Kangri	6.5315	444	29	4.586	9.223
dir:comp:obj	Karelian	72.8614	339	247	67.891	77.319
dir:comp:obj	Karo	9.9715	351	35	7.257	13.552
dir:comp:obj	Kazakh	1.0262	877	9	0.541	1.939
dir:comp:obj	Kiche	95.8128	1218	1167	94.536	96.801
dir:comp:obj	Komi_Permyak	52.2523	111	58	43.041	61.313
dir:comp:obj	Komi_Zyrian	48.1299	1016	489	45.07	51.204
dir:comp:obj	Korean	0.4394	2731	12	0.252	0.766
dir:comp:obj	Kyrgyz	1.7094	117	2	0.47	6.019
dir:comp:obj	Ligurian	93.6795	1329	1245	92.241	94.866
dir:comp:obj	Lithuanian	84.626	722	611	81.812	87.073
dir:comp:obj	Livvi	64.4295	149	96	56.469	71.665
dir:comp:obj	Macedonian	87.1324	272	237	82.63	90.6
dir:comp:obj	Malayalam	3.1674	221	7	1.543	6.393
dir:comp:obj	Marathi	5.1696	619	32	3.685	7.207
dir:comp:obj	Mbya_Guarani	15.2778	288	44	11.582	19.888
dir:comp:obj	Middle_Armenian	83.8428	229	192	78.524	88.045
dir:comp:obj	Middle_French	94.7147	1665	1577	93.533	95.69
dir:comp:obj	Moksha	60.2941	408	246	55.472	64.925
dir:comp:obj	Munduruku	4.6392	194	9	2.46	8.58
dir:comp:obj	Naga	4.2889	443	19	2.763	6.601
dir:comp:obj	Neapolitan	87.8788	33	29	72.674	95.184
dir:comp:obj	Nenets	3.012	166	5	1.293	6.856
dir:comp:obj	Nepali	7.2464	69	5	3.135	15.867
dir:comp:obj	Northern_Kurdish	63.8671	2167	1384	61.822	65.864
dir:comp:obj	Northwest_Gbaya	99.2308	260	258	97.239	99.789
dir:comp:obj	Odia	11.6239	585	68	9.273	14.475
dir:comp:obj	Old_French	93.5276	3569	3338	92.673	94.289
dir:comp:obj	Old_Georgian	50.4386	912	460	47.199	53.675
dir:comp:obj	Old_Irish	98.773	163	161	95.637	99.663
dir:comp:obj	Ottoman_Turkish	5.3794	1041	56	4.166	6.921
dir:comp:obj	Pashto	61.0554	1497	914	58.56	63.494
dir:comp:obj	Paumari	44.6429	56	25	32.387	57.587
dir:comp:obj	Pesh	3.2258	837	27	2.226	4.653
dir:comp:obj	Phrygian	45.1777	197	89	38.387	52.153
dir:comp:obj	Polish	98.1325	3427	3363	97.622	98.535
dir:comp:obj	Punjabi	18.742	779	146	16.157	21.633
dir:comp:obj	Romanian	91.875	1120	1029	90.128	93.336
dir:comp:obj	Ruuli	92.4635	1234	1141	90.855	93.808
dir:comp:obj	Sanskrit	19.3548	124	24	13.366	27.186
dir:comp:obj	Shanghainese	84.4164	1508	1273	82.499	86.159
dir:comp:obj	Sicilian	90.6711	2101	1905	89.352	91.842
dir:comp:obj	Sinhala	2.1505	186	4	0.839	5.398
dir:comp:obj	Skolt_Sami	59.2593	297	176	53.587	64.695
dir:comp:obj	South_Levantine_Arabic	97.7011	174	170	94.239	99.102
dir:comp:obj	Southern_Kurdish	60.793	227	138	54.313	66.914
dir:comp:obj	Spanish	84.9005	1457	1237	82.97	86.647
dir:comp:obj	Spanish_Sign_Language	59.2	125	74	50.435	67.416
dir:comp:obj	Swedish	97.0072	2506	2431	96.265	97.606
dir:comp:obj	Swedish_Sign_Language	83.9695	131	110	76.734	89.269
dir:comp:obj	Tagalog	85.9451	619	532	82.985	88.462
dir:comp:obj	Tamil	0.4679	1496	7	0.227	0.963
dir:comp:obj	Tatar	1.4851	202	3	0.506	4.275
dir:comp:obj	Teko	36.9565	322	119	31.867	42.354
dir:comp:obj	Telugu	1.2012	666	8	0.61	2.352
dir:comp:obj	Telugu_English	17.7419	62	11	10.206	29.042
dir:comp:obj	Tswana	100.0	40	40	91.238	100.0
dir:comp:obj	Tupinamba	18.3953	511	94	15.276	21.986
dir:comp:obj	Turkish	2.788	3802	106	2.31	3.361
dir:comp:obj	Turkish_English	47.0588	51	24	34.053	60.477
dir:comp:obj	Umbrian	23.8806	268	64	19.168	29.331
dir:comp:obj	Upper_Sorbian	91.2833	1652	1508	89.825	92.55
dir:comp:obj	Uzbek	2.1091	1375	29	1.472	3.013
dir:comp:obj	Veps	85.1852	135	115	78.223	90.2
dir:comp:obj	Vietnamese	94.8276	348	330	91.973	96.703
dir:comp:obj	Warlpiri	17.6471	51	9	9.572	30.254
dir:comp:obj	Wolof	87.6907	8587	7530	86.979	88.369
dir:comp:obj	Xavante	16.7273	275	46	12.781	21.59
dir:comp:obj	Xibe	0.6631	3167	21	0.434	1.012
dir:comp:obj	Yakut	4.7619	147	7	2.326	9.502
dir:comp:obj	Yoruba	91.8506	1767	1623	90.482	93.037
dir:comp:obj	Yupik	43.6242	149	65	35.921	51.648
dir:comp:obj	Zazaki	18.9394	264	50	14.671	24.098
dir:comp:obl	Abkhaz	4.7203	572	27	3.264	6.781
dir:comp:obl	Akkadian	32.3529	34	11	19.132	49.157
dir:comp:obl	Albanian	41.4286	140	58	33.604	49.711
dir:comp:obl	Amharic	19.7917	96	19	13.053	28.855
dir:comp:obl	Bambara	100.0	255	255	98.516	100.0
dir:comp:obl	Bavarian	54.2484	153	83	46.347	61.942
